age,height_cm,weight_kg,potential,international_reputation,weak_foot,shooting,passing,dribbling,defending,physic,value_eur
21,169,62,72,1,4,46,59,66,38,45,500000
21,175,75,72,1,4,54,49,66,38,68,500000
21,188,72,72,1,2,28,42,50,60,71,425000
21,192,75,72,1,2,60,41,53,22,60,500000
22,176,79,72,1,3,51,62,60,62,62,475000
20,165,55,72,1,3,56,59,65,26,33,500000
20,183,73,72,1,3,24,45,60,62,61,425000
21,182,79,72,1,3,43,58,60,50,69,475000
22,185,73,72,1,2,52,56,55,58,76,425000
21,180,79,72,1,3,64,45,59,21,55,500000
22,170,65,72,1,3,55,53,68,43,61,500000
21,178,75,72,1,3,64,52,63,25,51,500000
18,175,68,72,1,3,46,58,53,60,61,400000
20,182,70,72,1,3,40,55,59,60,58,425000
21,180,70,72,1,3,45,57,63,49,57,475000
21,175,68,72,1,3,59,54,63,48,53,500000
21,190,78,72,1,2,33,36,44,64,66,425000
21,173,67,72,1,3,56,54,64,40,51,500000
22,183,78,72,1,3,33,39,43,63,63,425000
21,178,70,72,1,2,55,57,63,53,60,500000
22,193,81,72,1,2,24,40,34,61,68,425000
22,178,71,72,1,3,66,56,64,29,52,500000
21,182,67,72,1,3,29,44,54,62,54,425000
20,191,86,72,1,3,27,33,36,60,65,425000
22,180,75,72,1,2,40,56,58,59,67,425000
21,175,70,72,1,3,47,58,64,59,59,500000
20,176,70,72,1,3,35,53,62,59,56,425000
22,173,88,71,1,3,61,43,63,28,77,475000
23,177,72,71,1,2,46,57,60,58,59,450000
23,176,75,71,1,3,53,59,63,49,66,475000
22,179,73,71,1,2,39,60,57,54,62,400000
21,168,64,71,1,3,53,61,66,48,47,475000
23,185,75,71,1,3,52,57,63,52,71,475000
21,173,74,71,1,3,53,56,67,39,53,475000
22,168,66,71,1,2,56,57,61,51,56,475000
22,180,72,71,1,3,53,57,62,57,71,450000
22,188,68,71,1,3,30,45,49,60,69,400000
20,178,70,71,1,2,28,53,56,59,58,400000
22,175,70,71,1,3,59,58,63,52,65,450000
22,179,77,71,1,4,55,61,61,53,71,450000
21,183,77,71,1,3,57,48,60,29,67,475000
22,175,66,71,1,3,58,60,61,57,76,450000
21,179,77,71,1,3,50,60,65,52,62,475000
22,188,78,71,1,3,30,43,47,65,59,400000
23,178,70,71,1,3,62,42,63,24,48,475000
20,190,72,71,1,2,32,37,45,59,74,400000
23,185,74,71,1,3,49,58,64,62,66,450000
21,175,74,71,1,3,37,49,62,62,58,400000
19,178,64,71,1,3,61,43,60,31,63,450000
22,178,70,71,1,3,53,59,66,58,63,450000
19,177,69,71,1,3,47,60,65,49,59,450000
22,175,70,71,1,3,63,50,66,26,48,475000
23,175,74,71,1,3,55,49,65,26,55,475000
21,178,65,71,1,3,56,61,62,44,57,475000
21,176,69,71,1,3,32,47,59,60,60,400000
20,183,78,71,1,3,33,43,45,62,66,400000
21,174,70,71,1,3,43,58,64,58,60,400000
20,192,78,71,1,3,31,34,38,63,67,400000
20,186,80,71,1,3,25,43,48,61,67,400000
23,178,77,71,1,2,63,44,62,22,62,475000
21,185,75,71,1,3,57,58,62,52,59,475000
18,182,74,71,1,3,61,46,63,24,55,425000
22,195,94,71,1,4,59,41,54,32,76,475000
24,197,84,70,1,3,34,45,38,59,71,375000
23,185,72,70,1,2,27,45,50,61,70,375000
22,188,75,70,1,3,53,58,64,46,58,450000
22,177,71,70,1,2,46,61,67,53,57,450000
23,187,78,70,1,3,38,50,54,60,67,375000
22,183,75,70,1,3,37,46,48,61,68,375000
23,184,73,70,1,3,32,48,46,59,70,375000
21,190,84,70,1,3,55,46,59,26,62,450000
23,197,95,70,1,3,37,39,40,60,70,375000
21,177,70,70,1,3,48,56,65,60,59,375000
22,176,72,70,1,3,61,61,67,57,56,450000
21,187,80,70,1,3,44,55,57,60,68,375000
23,192,85,70,1,3,33,36,39,60,72,375000
21,174,60,70,1,2,50,56,67,41,55,450000
23,187,79,70,1,3,62,52,65,28,58,450000
20,179,69,70,1,3,60,55,60,58,54,450000
22,185,71,70,1,3,40,56,58,60,65,375000
21,182,73,70,1,2,58,59,64,62,59,400000
22,173,60,70,1,4,38,59,63,60,60,375000
21,179,77,70,1,4,44,56,60,61,61,400000
21,185,72,70,1,2,35,41,41,60,61,400000
22,187,77,70,1,3,62,47,64,24,50,450000
23,173,69,70,1,4,36,60,62,55,59,450000
21,185,70,70,1,3,57,54,67,33,52,450000
21,183,70,70,1,3,58,37,60,20,69,450000
24,175,72,70,1,3,41,54,58,60,59,375000
20,173,69,70,1,3,53,57,63,45,59,450000
22,185,80,70,1,3,32,50,55,61,69,375000
23,182,72,70,1,3,33,42,57,63,59,375000
20,182,77,70,1,3,42,55,48,59,66,400000
22,178,67,70,1,1,52,53,62,52,51,450000
22,179,79,70,1,3,58,59,64,51,74,375000
24,171,66,70,1,3,37,54,56,60,55,375000
21,181,81,70,1,3,48,58,60,61,68,400000
22,179,72,70,1,3,49,56,62,55,69,450000
20,164,66,70,1,4,55,62,67,57,49,450000
22,182,76,70,1,3,51,55,60,45,67,450000
22,179,75,70,1,3,46,58,62,56,57,450000
22,183,74,70,1,3,55,59,64,59,53,450000
23,178,72,70,1,3,62,46,58,18,61,450000
23,178,70,70,1,3,26,42,48,63,65,375000
21,175,70,70,1,3,30,44,47,61,58,375000
21,189,78,70,1,5,62,59,57,48,69,450000
23,190,81,70,1,3,62,43,56,26,58,450000
22,179,73,70,1,3,61,42,69,20,55,450000
22,184,77,70,1,3,38,51,58,59,63,375000
21,175,72,70,1,2,58,56,66,27,47,450000
23,180,76,70,1,4,41,50,52,61,72,375000
23,192,86,70,1,2,24,40,45,61,65,375000
20,180,81,70,1,3,63,47,57,23,56,450000
23,175,70,69,1,3,58,54,64,25,56,425000
24,180,75,69,1,3,42,58,67,60,73,425000
24,170,73,69,1,2,51,58,67,39,62,425000
23,175,69,69,1,4,56,55,65,51,68,425000
24,182,77,69,1,2,59,44,61,23,67,425000
24,188,84,69,1,3,32,51,54,64,67,375000
23,177,64,69,1,2,28,50,59,60,66,350000
24,189,75,69,1,2,34,49,49,61,65,375000
23,175,72,69,1,2,63,45,59,21,50,425000
22,183,79,69,1,3,49,59,56,57,68,375000
22,175,67,69,1,3,56,59,62,21,58,425000
21,183,73,69,1,3,33,58,50,61,57,375000
21,182,69,69,1,2,46,56,58,61,65,375000
24,188,78,69,1,3,48,57,58,60,66,375000
22,176,63,69,1,4,45,58,62,56,62,425000
22,176,71,69,1,3,52,58,67,38,49,425000
23,170,61,69,1,3,48,59,65,45,49,425000
21,182,78,69,1,3,46,62,65,52,72,425000
21,175,68,69,1,3,62,42,62,29,64,425000
23,190,85,69,1,3,59,41,54,30,70,425000
21,185,73,69,1,2,60,40,58,28,69,425000
24,184,79,69,1,3,35,44,43,63,65,375000
21,176,70,69,1,3,35,51,61,58,54,375000
22,180,66,69,1,3,43,58,63,64,64,425000
24,180,82,69,1,2,45,53,57,60,72,375000
24,186,80,69,1,3,61,46,56,37,61,425000
22,183,80,69,1,5,33,51,59,59,68,350000
23,168,68,69,1,3,54,61,62,54,65,425000
23,180,84,69,1,2,24,34,44,63,59,375000
22,175,64,69,1,2,52,58,66,42,47,425000
24,181,70,69,1,4,51,58,61,51,59,350000
23,172,70,69,1,3,59,62,65,45,59,425000
24,182,77,69,1,3,37,37,47,62,66,375000
23,188,89,69,1,3,38,41,44,56,80,375000
23,190,77,69,1,3,58,54,66,28,63,425000
22,175,70,69,1,4,28,44,59,56,60,350000
22,184,80,69,1,2,30,48,58,62,65,350000
23,190,82,69,1,2,25,37,36,61,73,375000
21,170,67,69,1,4,64,59,64,59,48,425000
21,191,75,69,1,4,60,58,60,26,56,425000
24,190,78,69,1,3,60,42,50,22,77,425000
23,175,71,69,1,3,29,40,44,64,59,375000
22,183,84,69,1,3,57,53,57,58,65,350000
24,188,80,69,1,3,27,42,55,61,68,375000
21,190,85,69,1,3,60,58,61,37,63,425000
22,177,67,69,1,4,65,47,62,21,43,425000
21,178,86,69,1,5,61,44,62,30,69,425000
22,185,73,69,1,2,35,39,41,62,61,375000
22,181,70,69,1,3,59,46,64,20,50,425000
22,183,75,69,1,3,46,64,61,56,58,425000
22,180,74,69,1,4,63,43,59,18,60,425000
24,195,79,68,1,3,24,39,40,59,69,350000
25,187,85,68,1,3,35,49,46,61,65,350000
23,180,76,68,1,3,62,43,67,35,43,425000
23,177,75,68,1,3,40,51,57,59,66,350000
24,181,76,68,1,3,56,61,64,53,68,400000
22,185,80,68,1,3,46,52,53,59,71,350000
24,178,72,68,1,5,50,57,65,31,58,425000
24,180,79,68,1,2,38,53,61,57,66,350000
23,170,62,68,1,3,57,58,66,37,38,425000
24,175,68,68,1,3,59,50,64,34,51,425000
24,192,87,68,1,2,29,42,49,60,64,350000
22,178,66,68,1,3,56,53,64,28,57,425000
24,183,76,68,1,3,43,57,59,60,66,400000
23,190,84,68,1,3,51,61,68,48,58,400000
21,173,71,68,1,3,50,56,74,34,34,425000
24,181,69,68,1,3,49,57,64,35,46,425000
22,171,70,68,1,4,53,60,68,28,44,425000
23,189,74,68,1,3,26,45,39,62,64,350000
24,173,69,68,1,3,60,57,64,34,52,425000
24,171,67,68,1,2,55,57,66,41,38,425000
24,172,65,68,1,3,34,56,62,57,58,350000
23,184,80,68,1,3,60,45,62,20,67,425000
23,182,77,68,1,3,45,59,58,63,69,400000
20,187,90,68,1,3,27,46,57,59,70,350000
23,172,60,68,1,3,57,57,65,40,43,425000
23,179,77,68,1,3,61,58,66,30,52,425000
21,180,70,68,1,2,30,48,61,60,58,350000
22,180,78,68,1,3,51,58,65,32,56,425000
23,169,70,68,1,2,55,58,66,30,50,425000
21,184,75,68,1,3,46,59,56,49,58,425000
23,175,72,68,1,3,28,41,58,59,60,350000
23,182,70,68,1,2,23,35,43,62,67,350000
23,180,66,68,1,3,51,55,63,47,55,425000
23,188,79,68,1,4,35,52,55,59,62,350000
24,172,69,68,1,2,42,53,62,58,54,350000
23,186,76,68,1,2,32,50,57,59,66,350000
23,170,70,68,1,3,51,59,67,34,52,425000
23,178,74,68,1,4,55,56,64,52,73,400000
22,190,87,68,1,3,64,46,58,30,65,425000
23,187,80,68,1,2,27,39,41,60,71,350000
23,172,70,68,1,4,40,49,61,57,61,350000
24,178,75,68,1,3,55,64,65,49,57,425000
26,185,83,67,1,3,34,41,42,62,68,325000
25,176,70,67,1,3,26,55,62,60,69,350000
25,190,75,67,1,4,58,63,59,53,72,400000
24,176,68,67,1,3,54,54,63,25,58,400000
24,175,66,67,1,3,33,50,58,55,65,350000
25,174,71,67,1,3,60,64,70,41,51,400000
25,180,73,67,1,3,60,41,62,27,57,400000
24,181,73,67,1,2,41,57,62,56,62,350000
25,182,78,67,1,3,49,56,57,55,77,325000
22,180,70,67,1,3,57,58,65,43,58,400000
24,188,76,67,1,3,57,58,62,57,65,400000
23,188,70,67,1,3,56,61,63,55,68,400000
23,186,77,67,1,3,61,56,60,35,68,400000
25,176,76,67,1,3,28,50,60,57,68,325000
25,181,77,67,1,4,33,48,57,63,63,325000
25,188,83,67,1,3,35,42,41,60,72,350000
26,185,70,67,1,2,27,35,37,61,73,325000
23,182,80,67,1,3,42,40,54,60,61,0
24,170,67,67,1,3,48,56,69,38,46,400000
25,186,70,67,1,3,29,37,39,62,70,350000
25,192,82,67,1,3,28,35,39,61,68,350000
24,174,67,67,1,4,52,55,65,23,51,400000
25,178,83,67,1,3,33,48,62,63,67,325000
26,180,70,67,1,3,26,29,31,65,66,325000
25,180,75,67,1,4,60,56,65,30,57,400000
25,185,80,67,1,3,29,42,42,61,69,350000
24,175,75,67,1,3,53,54,55,61,70,350000
25,174,78,67,1,3,62,42,60,26,49,400000
23,175,80,67,1,2,29,50,53,61,74,350000
25,180,60,67,1,3,62,63,57,41,63,400000
24,183,73,67,1,3,40,51,47,60,69,350000
24,178,79,67,1,4,60,44,65,24,58,400000
23,180,72,67,1,2,35,49,60,59,57,350000
23,175,76,67,1,4,27,47,64,59,63,350000
24,185,75,67,1,4,63,36,56,23,71,400000
25,170,68,67,1,4,58,62,63,50,60,400000
25,185,78,67,1,3,56,61,59,54,66,400000
24,181,76,67,1,4,63,60,63,40,67,400000
25,175,70,67,1,4,30,45,59,58,57,325000
23,175,69,67,1,4,58,58,65,57,61,350000
21,180,66,67,1,2,24,55,64,62,62,350000
22,188,65,67,1,3,51,57,61,29,63,400000
24,180,71,67,1,3,60,45,63,27,60,400000
24,181,71,67,1,2,37,52,54,59,65,350000
22,185,76,67,1,3,60,54,64,34,64,400000
25,177,70,67,1,2,43,54,60,59,69,325000
24,167,65,67,1,3,69,47,54,22,51,400000
25,185,69,66,1,4,57,56,64,21,63,400000
25,175,70,66,1,2,57,62,64,49,70,375000
25,177,67,66,1,3,62,48,61,35,62,400000
25,184,79,66,1,3,55,58,62,55,66,375000
24,186,82,66,1,3,62,51,61,31,67,400000
23,195,70,66,1,3,50,55,55,62,74,325000
24,179,79,66,1,3,57,60,60,58,73,0
24,180,75,66,1,3,58,47,63,21,54,400000
24,174,62,66,1,3,55,57,65,58,60,325000
24,183,70,66,1,3,23,38,43,61,65,325000
23,175,69,66,1,3,53,55,66,27,46,400000
25,186,75,66,1,3,31,47,50,61,65,325000
22,168,74,66,1,3,50,57,67,58,56,325000
25,193,89,66,1,3,26,37,34,62,69,325000
23,174,69,66,1,2,41,56,61,60,66,400000
25,170,69,66,1,3,58,62,63,27,67,400000
24,169,65,66,1,3,43,52,59,60,66,325000
24,185,82,66,1,3,35,50,56,63,69,325000
23,175,71,66,1,3,61,57,56,57,66,325000
23,182,75,66,1,3,55,59,61,33,54,400000
23,178,70,66,1,3,35,46,57,59,69,325000
24,172,70,66,1,2,52,59,64,41,64,400000
25,178,70,66,1,3,54,57,67,32,50,400000
25,175,67,66,1,3,28,49,59,59,67,325000
24,184,74,66,1,3,37,51,53,64,65,325000
24,175,68,66,1,3,52,52,57,57,64,325000
24,174,62,66,1,2,43,57,62,57,65,325000
25,175,71,66,1,4,29,54,60,56,62,325000
26,181,74,66,1,3,54,56,62,59,62,0
24,177,68,66,1,3,52,61,63,44,59,400000
24,178,78,66,1,3,24,34,38,60,79,325000
24,192,84,66,1,4,40,47,47,59,75,325000
24,177,65,66,1,4,59,53,71,22,50,400000
25,185,77,66,1,3,32,43,55,60,68,325000
26,188,75,66,1,3,48,57,53,62,68,325000
24,187,79,66,1,4,43,54,54,62,69,325000
25,183,75,66,1,3,25,31,41,64,62,325000
25,176,76,66,1,3,30,51,55,63,59,325000
25,174,70,66,1,3,32,49,61,62,53,325000
26,177,70,66,1,2,33,44,45,64,56,325000
26,170,68,65,1,3,53,62,68,45,64,375000
25,176,78,65,1,2,42,56,61,59,62,325000
26,191,84,65,1,2,33,45,42,60,75,325000
25,180,77,65,1,2,37,43,46,59,74,325000
25,187,80,65,1,3,51,60,61,56,67,325000
26,175,75,65,1,2,59,51,59,40,61,375000
26,196,82,65,1,3,22,44,42,59,68,325000
25,175,77,65,1,3,56,58,63,44,61,375000
26,171,65,65,1,4,52,53,63,58,67,300000
26,184,80,65,1,3,55,56,62,60,69,300000
25,184,73,65,1,3,56,60,60,46,65,375000
26,177,73,65,1,3,49,57,68,54,68,300000
23,173,73,65,1,4,54,55,63,40,56,375000
24,175,72,65,1,3,40,50,60,56,68,325000
25,172,62,65,1,4,58,55,66,35,53,375000
23,170,65,65,1,3,58,59,63,33,61,375000
24,189,80,65,1,4,60,56,59,21,61,400000
26,179,73,65,1,3,28,40,46,61,74,325000
26,184,75,65,1,3,64,46,58,25,63,375000
26,187,79,65,1,2,43,53,60,60,74,325000
25,179,73,65,1,3,56,55,64,35,53,375000
26,179,73,65,1,3,62,52,62,34,55,375000
25,181,70,65,1,3,43,62,61,53,70,375000
26,183,81,65,1,4,60,56,64,37,61,375000
25,170,68,65,1,3,57,58,66,40,57,375000
24,182,79,65,1,2,38,51,61,62,64,325000
26,188,85,65,1,3,38,55,60,59,74,325000
27,181,80,65,1,3,27,40,35,60,68,300000
27,180,72,65,1,2,29,46,57,63,63,300000
24,181,72,65,1,3,49,60,65,31,58,375000
26,182,74,65,1,3,33,55,60,58,59,325000
25,176,67,65,1,3,55,55,62,30,51,375000
25,174,65,65,1,3,56,57,62,27,51,375000
24,184,74,65,1,2,56,56,65,34,50,375000
26,181,76,64,1,3,57,55,54,60,79,300000
28,187,86,64,1,4,22,37,50,58,80,290000
24,191,74,64,1,3,36,52,49,58,77,325000
26,182,85,64,1,3,51,59,63,58,73,300000
25,185,75,64,1,3,32,40,42,56,77,300000
26,175,72,64,1,3,44,58,60,59,63,300000
26,184,79,64,1,3,50,52,51,58,74,300000
26,180,72,64,1,2,46,56,55,61,76,300000
25,178,75,64,1,2,47,54,63,60,63,300000
25,182,76,64,1,2,46,55,60,57,75,300000
25,178,75,64,1,3,58,58,62,27,62,375000
26,186,86,64,1,4,56,61,65,52,73,350000
25,182,84,64,1,3,55,52,59,36,69,375000
24,187,79,64,1,3,63,47,57,28,64,375000
25,173,61,64,1,2,33,53,59,59,65,300000
25,188,82,64,1,3,57,48,63,34,68,375000
25,184,74,64,1,3,46,64,59,53,60,375000
26,193,93,64,1,3,33,40,44,57,78,300000
26,179,80,64,1,3,53,56,64,34,53,375000
24,180,67,64,1,4,58,56,63,55,72,375000
26,170,63,64,1,3,49,61,62,34,44,375000
27,183,69,63,1,3,40,42,42,59,75,290000
27,166,60,63,1,3,42,56,63,60,54,350000
27,180,76,63,1,2,37,53,53,60,71,280000
26,177,72,63,1,3,60,58,64,45,65,350000
26,188,74,63,1,2,34,38,33,62,77,300000
27,188,83,63,1,3,56,56,62,60,77,350000
26,174,62,63,1,3,51,61,68,32,41,350000
26,168,68,63,1,3,54,60,66,48,68,350000
28,185,74,63,1,3,41,56,59,60,68,280000
25,185,76,63,1,3,58,56,63,37,62,350000
26,170,68,63,1,5,57,54,64,46,67,350000
25,176,78,63,1,3,61,52,63,35,62,350000
25,181,69,63,1,3,56,52,67,41,56,350000
27,187,82,63,1,3,35,52,61,58,70,280000
26,180,70,63,1,2,30,53,57,60,59,290000
23,185,68,63,1,3,43,47,59,59,66,300000
26,170,68,63,1,3,46,62,56,51,62,350000
26,169,64,63,1,4,51,52,69,41,51,350000
26,172,61,63,1,2,54,53,64,40,50,350000
26,177,69,63,1,3,56,55,64,20,50,350000
26,179,64,63,1,3,54,60,63,41,61,350000
27,182,72,63,1,3,60,63,63,57,63,350000
27,181,75,63,1,3,31,58,49,60,70,290000
28,172,72,63,1,3,50,54,62,59,70,280000
26,176,70,63,1,3,60,49,63,26,70,375000
27,172,66,63,1,3,57,59,58,24,55,350000
28,182,75,63,1,2,48,52,60,61,66,280000
25,175,64,63,1,3,61,61,63,53,64,350000
27,184,75,63,1,3,43,48,63,60,67,290000
27,183,78,63,1,3,23,35,36,59,72,290000
27,184,70,63,1,3,35,48,46,61,66,290000
27,190,85,63,1,3,54,55,58,60,81,350000
26,185,82,63,1,4,55,53,54,37,73,375000
27,185,83,63,1,2,58,38,58,28,72,350000
27,183,79,63,1,3,65,39,55,22,53,350000
26,178,71,63,1,3,54,57,67,32,52,350000
27,188,87,63,1,3,43,57,59,60,73,350000
29,192,82,63,1,2,26,31,43,62,75,270000
27,184,79,63,1,3,56,61,60,60,63,280000
29,180,78,63,1,3,27,47,41,62,71,270000
26,178,80,63,1,2,61,43,56,34,71,375000
27,175,70,63,1,3,42,56,61,60,59,280000
34,186,83,62,1,4,62,51,56,38,72,160000
35,173,74,62,1,3,60,50,58,38,70,140000
35,194,92,62,1,2,56,52,57,39,81,140000
36,177,73,62,2,3,60,69,63,61,72,30000
35,175,68,62,1,3,44,61,62,60,68,70000
34,174,63,62,1,4,62,62,62,55,48,150000
35,170,78,62,1,3,53,57,64,27,61,130000
35,191,76,62,1,3,63,59,58,28,57,140000
32,181,65,62,1,3,35,50,48,62,70,170000
36,188,85,62,1,2,27,33,29,62,66,40000
33,184,81,62,2,2,49,66,65,58,71,120000
33,177,69,62,1,3,52,58,60,59,58,120000
32,188,87,62,1,3,36,42,44,60,72,170000
35,188,80,62,1,2,60,62,64,53,58,130000
31,183,72,62,1,3,60,60,60,59,69,260000
33,177,75,62,1,2,42,50,50,60,79,120000
35,180,78,62,1,2,55,63,58,59,72,130000
31,185,78,62,1,3,40,53,53,64,78,200000
32,183,71,62,1,1,45,58,57,61,67,230000
34,172,70,62,2,3,58,63,69,64,61,90000
31,178,71,62,1,2,46,57,60,56,73,200000
31,175,67,62,1,3,54,57,57,60,64,200000
32,180,76,62,1,3,45,62,56,62,69,170000
32,183,85,62,1,3,34,41,38,61,71,170000
29,175,72,62,1,3,53,53,64,32,54,300000
32,176,66,62,1,3,49,54,59,59,72,170000
31,183,74,62,1,3,58,54,62,30,69,270000
32,182,72,62,1,3,42,48,50,63,65,170000
29,181,77,62,1,3,40,50,49,61,64,240000
31,185,71,62,1,3,30,58,59,58,70,200000
30,193,76,62,1,2,26,39,32,60,75,230000
31,177,73,62,1,3,61,63,65,47,63,260000
31,178,80,62,1,3,60,61,65,33,64,270000
31,173,68,62,1,4,53,59,60,59,65,200000
28,182,82,62,1,3,51,63,59,48,54,300000
31,176,76,62,1,3,53,51,62,56,64,200000
34,186,80,62,1,4,62,62,59,45,66,160000
32,183,73,62,1,1,59,57,59,43,64,240000
33,171,71,62,1,3,52,65,60,40,60,180000
33,183,77,62,1,2,38,52,56,61,66,120000
29,184,76,62,1,3,64,42,55,25,78,300000
32,177,69,62,2,4,40,60,62,61,60,170000
31,191,74,62,1,2,39,47,40,57,74,200000
29,180,73,62,1,3,56,59,59,59,68,240000
35,175,70,62,1,2,61,66,61,45,54,130000
31,177,68,62,1,3,58,56,61,39,63,270000
33,182,70,62,1,3,49,56,62,61,68,120000
30,180,73,62,1,2,57,57,64,55,74,220000
32,187,80,62,1,2,25,44,45,60,70,170000
32,186,82,62,1,4,44,55,55,60,76,170000
32,188,78,62,1,3,59,45,55,43,86,240000
31,180,75,62,1,3,40,53,56,61,70,200000
28,170,73,62,1,4,53,53,70,29,53,300000
30,181,74,62,1,3,59,64,64,59,56,280000
31,179,75,62,1,3,58,60,63,57,67,200000
29,177,73,62,1,3,51,58,59,57,71,230000
29,189,79,62,1,2,53,55,58,57,74,300000
29,175,66,62,1,3,60,52,61,25,69,300000
28,180,76,62,1,3,53,58,61,61,79,300000
29,184,75,62,1,3,47,57,63,61,75,290000
34,180,72,62,1,3,49,60,56,62,69,150000
33,180,72,62,1,3,36,54,49,62,64,120000
28,180,80,62,1,3,49,62,59,54,62,300000
30,183,70,62,1,3,46,52,60,60,73,220000
27,177,75,62,1,2,61,54,63,55,60,325000
28,176,69,62,1,3,47,53,63,56,65,240000
28,175,66,62,1,4,50,62,62,53,65,300000
28,175,61,62,1,2,47,51,65,57,47,240000
27,178,66,62,1,3,57,59,64,34,48,325000
32,183,74,62,1,3,58,61,62,41,69,240000
27,188,83,62,1,2,30,37,33,59,74,260000
28,191,85,62,1,4,30,44,46,61,70,250000
32,174,69,62,1,4,56,62,65,59,64,170000
33,184,75,62,1,3,33,55,48,60,67,120000
28,183,73,62,1,3,24,45,53,60,72,240000
28,187,84,62,1,3,38,36,34,60,77,250000
30,187,80,62,1,2,22,41,41,60,68,230000
30,183,80,62,1,2,51,56,56,60,73,230000
29,170,70,62,1,3,55,58,64,34,55,300000
30,191,86,62,1,3,35,49,42,61,69,230000
27,188,76,62,1,3,28,42,36,60,69,260000
30,189,85,62,1,3,57,54,61,26,74,290000
26,180,76,62,1,3,58,54,66,57,62,325000
29,175,69,62,1,3,54,59,62,34,53,300000
36,174,69,62,1,3,30,58,63,63,63,30000
31,193,86,62,1,3,50,57,52,56,70,200000
28,183,80,62,1,3,42,57,59,60,71,240000
32,176,63,62,1,3,62,61,65,56,59,230000
30,175,68,62,1,3,58,66,64,55,60,280000
26,169,70,62,1,4,56,58,64,40,55,325000
26,178,69,62,1,5,62,61,64,40,59,325000
27,181,73,62,1,3,47,53,61,58,68,250000
34,182,72,62,1,3,66,52,67,51,62,150000
30,170,60,62,1,3,50,53,64,32,45,290000
28,183,72,62,1,2,59,60,64,55,62,300000
30,179,75,62,1,3,64,62,61,60,72,280000
27,183,76,62,1,2,37,51,55,57,65,250000
27,169,66,62,1,3,58,57,67,26,49,325000
28,184,76,62,1,3,38,44,57,62,69,240000
27,175,72,62,1,3,61,58,60,32,49,325000
27,178,71,62,1,3,49,56,63,22,46,325000
31,184,84,62,1,3,24,31,33,59,79,200000
27,178,73,62,1,4,50,54,60,58,71,250000
29,170,67,62,1,2,40,58,63,55,55,240000
27,176,67,62,1,3,47,63,63,49,68,300000
27,175,69,62,1,3,42,54,58,60,69,260000
28,192,78,62,1,3,51,62,62,46,67,300000
28,179,76,62,1,2,38,47,55,60,77,240000
30,179,78,62,1,3,33,51,59,62,66,220000
28,185,75,62,1,3,58,45,56,23,74,325000
27,177,72,62,1,3,48,61,61,54,78,300000
27,180,70,62,1,3,59,49,64,20,56,325000
31,175,75,62,1,3,61,42,63,22,60,270000
32,172,69,62,1,3,47,59,58,63,61,230000
26,179,77,62,1,3,62,41,59,19,63,325000
28,178,75,62,1,3,66,52,65,23,50,325000
33,186,75,62,1,3,62,46,63,26,64,190000
30,185,77,62,1,3,56,61,64,47,57,290000
28,185,80,62,1,4,63,61,66,46,66,300000
29,178,72,62,1,3,47,51,60,60,69,240000
27,170,57,62,1,4,58,58,64,54,65,325000
26,176,71,62,1,3,51,57,59,56,59,325000
27,184,73,62,1,3,44,53,67,47,62,325000
27,186,78,62,1,3,55,56,63,46,72,325000
28,191,80,62,1,3,58,44,60,23,68,325000
30,186,81,62,1,3,26,28,33,63,66,230000
29,173,64,62,1,3,43,59,68,48,57,290000
28,191,88,62,1,2,28,38,33,60,73,250000
27,175,72,62,1,3,41,52,56,59,67,250000
29,186,85,62,1,3,24,32,34,60,70,240000
30,187,73,62,1,2,51,55,61,58,71,230000
31,185,87,62,1,3,24,34,36,60,74,200000
28,192,78,62,1,2,60,41,55,28,75,325000
29,186,78,62,1,3,50,61,62,55,65,290000
30,188,80,62,1,3,38,45,36,63,70,230000
26,181,74,62,1,3,65,50,63,26,57,325000
30,175,70,62,1,3,60,55,66,28,50,290000
29,180,77,62,1,3,64,52,61,33,56,300000
26,179,75,62,1,2,28,51,52,58,74,260000
28,176,70,62,1,3,30,51,62,64,52,240000
28,176,73,62,1,3,42,58,65,54,69,300000
32,178,71,62,1,3,26,41,48,63,68,170000
29,167,64,62,1,3,59,56,69,36,52,300000
32,172,68,62,1,3,55,63,62,48,65,230000
32,176,72,62,1,3,27,49,54,61,67,170000
28,179,79,62,1,3,48,62,66,54,68,300000
29,169,68,62,1,2,27,46,59,59,64,230000
31,176,72,62,1,3,49,62,59,50,64,260000
28,173,69,62,1,4,41,60,58,67,54,0
29,168,69,62,1,2,51,55,58,60,67,240000
28,168,50,62,1,3,25,50,58,56,64,240000
28,179,79,62,1,4,33,55,56,57,68,240000
26,187,82,62,1,3,68,36,45,30,65,325000
29,182,72,62,1,3,43,65,62,39,66,290000
32,177,76,62,1,2,28,42,38,59,66,170000
29,182,76,62,1,2,27,56,59,57,68,230000
29,198,88,62,1,2,27,32,34,59,77,240000
31,184,78,62,1,3,26,34,45,63,68,0
30,181,80,62,1,3,51,55,58,59,71,280000
28,183,78,62,1,3,25,50,52,64,66,240000
30,198,94,62,1,2,27,36,37,62,69,230000
27,178,75,62,1,4,61,38,64,23,77,325000
26,180,74,62,1,4,52,52,68,28,63,325000
26,190,90,62,1,3,42,48,48,57,81,260000
29,180,72,62,1,3,27,49,55,61,66,230000
26,183,82,62,1,3,56,58,62,23,61,325000
27,170,63,62,1,3,59,55,64,27,51,325000
30,176,70,62,1,3,43,59,54,61,64,230000
